Timestamp,ID,IsExtended,DLC,Data
1754920477.8264089,0x26,False,2,0000
1754920477.827759,0x123,False,8,0100000000000000
1754920477.8419292,0x26,False,2,0000
1754920477.8532171,0x123,False,8,0100000000000000
1754920477.8569179,0x26,False,2,0000
1754920477.8712664,0x26,False,2,0000
1754920477.878644,0x123,False,8,0100000000000000
1754920477.8871305,0x26,False,2,0000
1754920477.9033244,0x26,False,2,0000
1754920477.9040155,0x123,False,8,0100000000000000
1754920477.9191113,0x26,False,2,0000
1754920477.9293456,0x123,False,8,0100000000000000
1754920477.935164,0x26,False,2,0000
1754920477.949749,0x26,False,2,0000
1754920477.9546835,0x123,False,8,0100000000000000
1754920477.9652627,0x26,False,2,0000
1754920477.9800205,0x123,False,8,0100000000000000
1754920477.9801521,0x26,False,2,0000
1754920477.995797,0x26,False,2,0000
1754920478.0053306,0x123,False,8,0100000000000000
1754920478.0111823,0x26,False,2,0000
1754920478.0112789,0x99,False,1,00
1754920478.0272908,0x26,False,2,0000
1754920478.030606,0x123,False,8,0100000000000000
1754920478.0422075,0x26,False,2,0000
1754920478.055993,0x123,False,8,0100000000000000
1754920478.0575457,0x26,False,2,0000
1754920478.0728023,0x26,False,2,0000
1754920478.0812762,0x123,False,8,0100000000000000
1754920478.0877907,0x26,False,2,0000
1754920478.1031246,0x26,False,2,0000
1754920478.1066372,0x123,False,8,0100000000000000
1754920478.118054,0x26,False,2,0000
1754920478.1318274,0x123,False,8,0100000000000000
1754920478.1341872,0x26,False,2,0000
1754920478.148892,0x26,False,2,0000
1754920478.157127,0x123,False,8,0100000000000000
1754920478.1643088,0x26,False,2,0000
1754920478.1797,0x26,False,2,0000
1754920478.1824293,0x123,False,8,0100000000000000
1754920478.1941764,0x26,False,2,0000
1754920478.207678,0x123,False,8,0100000000000000
1754920478.2089005,0x26,False,2,0000
1754920478.2237182,0x26,False,2,0000
1754920478.2329888,0x123,False,8,0100000000000000
1754920478.2389154,0x26,False,2,0000
1754920478.2541454,0x26,False,2,0000
1754920478.258252,0x123,False,8,0100000000000000
1754920478.2689645,0x26,False,2,0000
1754920478.2835124,0x123,False,8,0100000000000000
1754920478.2848814,0x26,False,2,0000
1754920478.3006554,0x26,False,2,0000
1754920478.3087742,0x123,False,8,0100000000000000
1754920478.3171597,0x26,False,2,0000
1754920478.3311837,0x26,False,2,0000
1754920478.334037,0x123,False,8,0100000000000000
1754920478.345895,0x26,False,2,0000
1754920478.3593895,0x123,False,8,0100000000000000
1754920478.361355,0x26,False,2,0000
1754920478.3769467,0x26,False,2,0000
1754920478.3846586,0x123,False,8,0100000000000000
1754920478.3934321,0x26,False,2,0000
1754920478.4073908,0x26,False,2,0000
1754920478.4099789,0x123,False,8,0100000000000000
1754920478.4233835,0x26,False,2,0000
1754920478.435337,0x123,False,8,0100000000000000
1754920478.4387424,0x26,False,2,0000
1754920478.4530458,0x26,False,2,0000
1754920478.460717,0x123,False,8,0100000000000000
1754920478.4681292,0x26,False,2,0000
1754920478.4837263,0x26,False,2,0000
1754920478.485967,0x123,False,8,0100000000000000
1754920478.49987,0x26,False,2,0000
1754920478.5113504,0x123,False,8,0100000000000000
1754920478.5149465,0x26,False,2,0000
1754920478.5298903,0x26,False,2,0000
1754920478.5301266,0x99,False,1,00
1754920478.536583,0x123,False,8,0100000000000000
1754920478.5457053,0x26,False,2,0000
1754920478.5605588,0x26,False,2,0000
1754920478.5618458,0x123,False,8,0100000000000000
1754920478.5760865,0x26,False,2,0000
1754920478.587101,0x123,False,8,0100000000000000
1754920478.5923367,0x26,False,2,0000
1754920478.6073349,0x26,False,2,0000
1754920478.6123772,0x123,False,8,0100000000000000
1754920478.6233718,0x26,False,2,0000
1754920478.6377845,0x123,False,8,0100000000000000
1754920478.637906,0x26,False,2,0000
1754920478.653024,0x26,False,2,0000
1754920478.6631558,0x123,False,8,0100000000000000
1754920478.6687515,0x26,False,2,0000
1754920478.684146,0x26,False,2,0000
1754920478.6884382,0x123,False,8,0100000000000000
1754920478.7002141,0x26,False,2,0000
1754920478.7136757,0x123,False,8,0100000000000000
1754920478.7156372,0x26,False,2,0000
1754920478.7295487,0x26,False,2,0000
1754920478.73914,0x123,False,8,0100000000000000
1754920478.7465498,0x26,False,2,0000
1754920478.7610052,0x26,False,2,0000
1754920478.7643683,0x123,False,8,0100000000000000
1754920478.7763195,0x26,False,2,0000
1754920478.7898343,0x123,False,8,0100000000000000
1754920478.7924693,0x26,False,2,0000
1754920478.8052497,0x26,False,2,0000
1754920478.8151429,0x123,False,8,0100000000000000
1754920478.8203032,0x26,False,2,0000
1754920478.8373516,0x26,False,2,0000
1754920478.8404703,0x123,False,8,0100000000000000
1754920478.8517854,0x26,False,2,0000
1754920478.8659189,0x123,False,8,0100000000000000
1754920478.8674896,0x26,False,2,0000
1754920478.8820674,0x26,False,2,0000
1754920478.891308,0x123,False,8,0100000000000000
1754920478.8971767,0x26,False,2,0000
1754920478.911721,0x26,False,2,0000
1754920478.9166749,0x123,False,8,0100000000000000
1754920478.928694,0x26,False,2,0000
1754920478.9420905,0x123,False,8,0100000000000000
1754920478.9427965,0x26,False,2,0000
1754920478.9587421,0x26,False,2,0000
1754920478.9674137,0x123,False,8,0100000000000000
1754920478.9742537,0x26,False,2,0000
1754920478.9893417,0x26,False,2,0000
1754920478.9927402,0x123,False,8,0100000000000000
1754920479.0036156,0x26,False,2,0000
1754920479.0181649,0x123,False,8,0100000000000000
1754920479.0189319,0x26,False,2,0000
1754920479.0350583,0x26,False,2,0000
1754920479.0435119,0x123,False,8,0100000000000000
1754920479.0497582,0x26,False,2,0000
