Timestamp,ID,IsExtended,DLC,Data
1754423259.3807273,0x26,False,2,E880
1754423259.3959877,0x26,False,2,E880
1754423259.412527,0x26,False,2,E880
1754423259.4266562,0x26,False,2,E880
1754423259.4418561,0x26,False,2,E880
1754423259.4591672,0x26,False,2,E880
1754423259.4733064,0x26,False,2,E880
1754423259.4893706,0x26,False,2,E880
1754423259.5040972,0x26,False,2,E880
1754423259.5195675,0x26,False,2,E880
1754423259.535225,0x26,False,2,E880
1754423259.5502055,0x26,False,2,E880
1754423259.5656195,0x26,False,2,E880
1754423259.565681,0x99,False,1,00
1754423259.5803576,0x26,False,2,E880
1754423259.5953126,0x26,False,2,E880
1754423259.610338,0x26,False,2,E880
1754423259.6250327,0x26,False,2,E880
1754423259.6400695,0x26,False,2,E880
1754423259.6551743,0x26,False,2,E880
1754423259.6706831,0x26,False,2,E880
1754423259.6866934,0x26,False,2,E880
1754423259.7024474,0x26,False,2,E880
1754423259.7176118,0x26,False,2,E880
1754423259.732759,0x26,False,2,E880
1754423259.748779,0x26,False,2,E880
1754423259.7640395,0x26,False,2,E880
1754423259.7794602,0x26,False,2,E880
1754423259.795253,0x26,False,2,E880
1754423259.80992,0x26,False,2,E880
1754423259.8248022,0x26,False,2,E880
1754423259.8396535,0x26,False,2,E880
1754423259.8548737,0x26,False,2,E880
1754423259.870006,0x26,False,2,E880
1754423259.885086,0x26,False,2,E880
1754423259.9004147,0x26,False,2,E880
1754423259.915423,0x26,False,2,E880
1754423259.9306479,0x26,False,2,E880
1754423259.9458234,0x26,False,2,E880
1754423259.9615176,0x26,False,2,E880
1754423259.9784546,0x26,False,2,E880
1754423259.9923487,0x26,False,2,E880
1754423260.0087032,0x26,False,2,E880
1754423260.0239353,0x26,False,2,E880
1754423260.039232,0x26,False,2,E880
1754423260.0532284,0x26,False,2,E880
1754423260.0690718,0x26,False,2,E880
1754423260.0843413,0x26,False,2,E880
1754423260.0995307,0x26,False,2,E880
1754423260.0995977,0x99,False,1,00
1754423260.116655,0x26,False,2,E880
1754423260.1346524,0x26,False,2,E880
1754423260.1462212,0x26,False,2,E880
1754423260.1616585,0x26,False,2,E880
1754423260.1764572,0x26,False,2,E880
1754423260.191032,0x26,False,2,E880
1754423260.207159,0x26,False,2,E880
1754423260.222353,0x26,False,2,E880
1754423260.237031,0x26,False,2,E880
1754423260.2528353,0x26,False,2,E880
1754423260.2697773,0x26,False,2,E880
1754423260.2859015,0x26,False,2,E880
1754423260.2984092,0x26,False,2,E880
1754423260.3137188,0x26,False,2,E880
1754423260.3298523,0x26,False,2,E880
1754423260.3456817,0x26,False,2,E880
1754423260.3602417,0x26,False,2,E880
1754423260.375062,0x26,False,2,E880
1754423260.3905196,0x26,False,2,E880
1754423260.4055626,0x26,False,2,E880
1754423260.4204624,0x26,False,2,E880
1754423260.4360807,0x26,False,2,E880
1754423260.4385648,0x188,False,2,091B
1754423260.4491339,0x3f0,False,0,
1754423260.454443,0x26,False,2,E880
1754423260.4599082,0x753,False,8,58A7EF0FAD6EA295
1754423260.4681687,0x26,False,2,E880
1754423260.470377,0x735,False,5,9DFC3375E2
1754423260.4809995,0x1b4,False,5,1509B5F152
1754423260.4834244,0x26,False,2,E880
1754423260.491538,0x5e7,False,3,4D70B9
1754423260.4999871,0x26,False,2,E880
1754423260.5021336,0x691,False,7,D8D60A30CB8ABE
1754423260.5127554,0x5c8,False,7,8BE0082FE3C37F
1754423260.5152023,0x26,False,2,E880
1754423260.523238,0x664,False,1,9A
1754423260.5339632,0x347,False,2,8C20
1754423260.5342007,0x26,False,2,E880
1754423260.544348,0x2a6,False,0,
1754423260.546008,0x26,False,2,E880
1754423260.5551174,0x2f,False,5,95370A098F
1754423260.5627477,0x26,False,2,E880
1754423260.5655112,0x474,False,5,2ECFCE2C57
1754423260.5761797,0x7d2,False,3,C9F464
1754423260.577572,0x26,False,2,E880
1754423260.5866826,0x36b,False,6,5038D492151E
1754423260.5927289,0x26,False,2,E880
1754423260.5974147,0x5c3,False,7,5E3BC404E338DA
1754423260.6079152,0x206,False,8,F467FC037BA7C55B
