Message_Count,Unique_IDs,Mean_Delta_T,Std_Delta_T,Label
10,1,0.010030817985534669,0.000299703648823969,0
10,1,0.009978556632995605,0.0002698143031534703,0
10,1,0.009950613975524903,0.00016614625795215437,0
10,1,0.009961104393005371,0.00018616462355959513,0
10,1,0.010001778602600098,0.00013956553006815123,0
10,1,0.010033154487609863,0.0001338685588097348,0
10,1,0.010028529167175292,8.358739470931932e-05,0
10,1,0.010026884078979493,0.00010437837959790775,0
11,2,0.054831591519442474,0.1415728864390439,0
11,2,0.054736332459883255,0.1416036377492737,0
10,1,0.009960126876831055,0.00047841850328802474,0
10,1,0.010021042823791505,0.00018219005129292066,0
10,1,0.009932136535644532,0.0002813628189959008,0
10,1,0.009992265701293945,0.00038351012763146713,0
10,1,0.010051822662353516,0.0002647432195153188,0
10,1,0.010008811950683594,4.57463066423068e-05,0
10,1,0.010010027885437011,4.739968225312657e-05,0
10,1,0.01002206802368164,0.0002770747274214206,0
11,2,0.05475208976052024,0.14141601995848238,0
11,2,0.054681257768110794,0.14143825842255436,0
10,1,0.00994107723236084,0.00015524310290990134,0
10,1,0.009995126724243164,6.33149435026305e-05,0
10,1,0.010000228881835938,6.290510540362524e-05,0
10,1,0.010003757476806641,8.594927278309967e-05,0
10,1,0.01000070571899414,9.34813071499521e-05,0
10,1,0.010003328323364258,7.447961346852566e-05,0
10,1,0.010019779205322266,9.635379444316356e-05,0
10,1,0.010059547424316407,0.00024145222414402514,0
11,2,0.05470850250937722,0.14137130780099713,0
11,2,0.054686568000099876,0.14137822840302017,0
10,1,0.009960126876831055,0.0003541562185878084,0
10,1,0.010014748573303223,0.00042735382687151456,0
10,1,0.00998077392578125,0.0004067722004195427,0
10,1,0.009906744956970215,0.0002961510686876978,0
10,1,0.009996318817138672,0.00019417788025585854,0
10,1,0.010002779960632324,4.621608094787318e-05,0
10,1,0.01000356674194336,5.373184670185602e-05,0
10,1,0.01014258861541748,0.00033992432155702186,0
10,1,0.010097575187683106,0.0006295407439055955,0
11,2,0.054681041023947975,0.1413340657634375,0
11,2,0.05471448464827104,0.14132263666755934,0
10,1,0.009967565536499023,0.000394967646309338,0
10,1,0.009980559349060059,0.00039221688564017353,0
10,1,0.01000661849975586,9.25745172579801e-05,0
10,1,0.010004687309265136,0.00023182359439971113,0
10,1,0.010000157356262206,0.0002283990519253161,0
10,1,0.010000348091125488,0.00011920129033906984,0
10,1,0.009990334510803223,0.0001082856792946321,0
10,1,0.009989070892333984,8.279291048092029e-05,0
11,2,0.05475518920204856,0.1414723259900958,0
11,2,0.05475241487676447,0.1414733059246793,0
10,1,0.010018348693847656,0.00019861807425754745,0
10,1,0.010038924217224122,0.00012491077015411599,0
10,1,0.01003265380859375,0.00023070789119183078,0
10,1,0.010036635398864745,0.0003052553067674487,0
10,1,0.00994570255279541,0.0003229377330470807,0
10,1,0.00993807315826416,0.00024068319661688518,0
10,1,0.010016083717346191,0.0001262180504346342,0
10,1,0.010061359405517578,0.00021020191840607382,0
11,2,0.05480072715065696,0.1415305109795753,0
11,2,0.05474166436628862,0.14154925805818502,0
10,1,0.010045170783996582,0.0003152709444523688,0
10,1,0.010126280784606933,0.0002924041708560314,0
10,1,0.009972620010375976,0.00033473339849258255,0
10,1,0.010000181198120118,0.0002954779616825082,0
10,1,0.010081267356872559,0.00020364186126376976,0
10,1,0.00995490550994873,0.00010631530364822786,0
10,1,0.009947609901428223,0.00013854154882077217,0
10,1,0.009988903999328613,0.00016153932021965818,0
11,2,0.05475579608570446,0.14124123080693027,0
11,2,0.054732257669622246,0.14124873683958883,0
10,1,0.009990191459655762,0.00019841111786232936,0
10,1,0.01005094051361084,0.0001981648273070148,0
10,1,0.010019826889038085,0.00040680911315899644,0
10,1,0.00999281406402588,0.0003868331629971363,0
10,1,0.009997034072875976,0.00018761879533443773,0
10,1,0.010050702095031738,0.0002703738180103354,0
10,1,0.010127949714660644,0.0003052225123701828,0
10,1,0.010050392150878907,0.0002521361457799286,0
11,2,0.054815812544389206,0.14163720634367438,0
11,2,0.05481453375382857,0.1416377632716374,0
10,1,0.009947466850280761,0.00031089903478007596,0
10,1,0.009929513931274414,0.00022817403408459253,0
10,1,0.009981822967529298,0.00011108457632614494,0
10,1,0.01010301113128662,0.00028206960313132334,0
10,1,0.010056042671203613,0.0005356007918809616,0
10,1,0.009885764122009278,0.00047630617201015847,0
10,1,0.00993814468383789,0.0001846948021523372,0
10,1,0.010001373291015626,0.00040185776211001907,0
11,2,0.054682623256336556,0.14124361293344118,0
11,2,0.054687760092995384,0.14124161848572087,0
10,1,0.01007983684539795,0.00033635576432528567,0
10,1,0.010017848014831543,0.00032349357215202937,0
10,1,0.010040354728698731,0.0004806885872015089,0
10,1,0.01010146141052246,0.00043978109979414363,0
10,1,0.010004544258117675,6.371331826535269e-05,0
10,1,0.009986591339111329,0.0001334221044028251,0
10,1,0.009987831115722656,0.0002451759695843899,0
10,1,0.009987783432006837,0.00024034016146970132,0
11,2,0.054720856926657936,0.14143975326458388,0
11,2,0.05473316799510609,0.1414358251166945,0
10,1,0.010003781318664551,0.00011192600507863711,0
10,1,0.010028719902038574,0.00011723573927459494,0
10,1,0.010024094581604004,0.00012892968051453105,0
10,1,0.01000382900238037,0.0001187339101839769,0
10,1,0.009996485710144044,0.0001570140864328738,0
10,1,0.00998857021331787,0.00015258675254456962,0
10,1,0.01002657413482666,6.612213805691356e-05,0
10,1,0.010010385513305664,0.00013064555854767454,0
11,2,0.05467256632718173,0.14144080023413355,0
11,2,0.054682103070345794,0.14143775832814956,0
10,1,0.009993195533752441,6.884009799390251e-05,0
10,1,0.010006260871887208,0.00012044249908972044,0
10,1,0.010011601448059081,0.00015560384683660397,0
10,1,0.010002636909484863,0.0001473596730512208,0
10,1,0.009995818138122559,0.00019820728217534932,0
10,1,0.01001431941986084,0.0003209821007122828,0
10,1,0.010004711151123048,0.0002856534337590816,0
10,1,0.010039615631103515,0.00018326672764575787,0
11,2,0.05473472855307839,0.14149709706182192,0
11,2,0.05469564958052202,0.1415093582324855,0
10,1,0.01000199317932129,3.7599176863397554e-05,0
10,1,0.010013890266418458,0.00012044745451346568,0
10,1,0.010003876686096192,0.00023801447596640134,0
10,1,0.01000831127166748,0.00020881756061924935,0
10,1,0.010046148300170898,6.045283494663014e-05,0
9,1,0.010241932339138456,0.0004279924332086665,0
9,1,0.010248263676961264,0.0006090309567808094,0
10,1,0.01008155345916748,0.0004693314809100652,0
11,2,0.05481191114945845,0.14171255473752803,0
12,2,0.05103961626688639,0.1362557258303769,0
10,1,0.010049796104431153,0.0005512349791068767,0
9,1,0.01008168856302897,0.0003031720335449082,0
10,1,0.01002333164215088,0.00026890044385259593,0
10,1,0.009991669654846191,0.00030709328194090984,0
10,1,0.010004210472106933,0.0003362414279507192,0
11,1,0.009940450841730291,0.00022744267022885525,0
11,1,0.009934078563343395,0.00017629224880119423,0
10,1,0.010022902488708496,8.919018531363662e-05,0
11,2,0.05459245768460361,0.14103364399845034,0
10,2,0.05907144546508789,0.1471699057951601,0
9,1,0.010008149676852755,0.00039478368079819387,0
10,1,0.010058140754699707,0.00022900884427358472,0
10,1,0.010085654258728028,0.00018385878866454902,0
10,1,0.009976625442504883,0.00011368046868240275,0
10,1,0.0099822998046875,0.00025095319006376225,0
11,1,0.009952241724187677,0.00033104409898815693,0
10,1,0.00998220443725586,0.0003824961859390988,0
9,1,0.01002828280131022,0.00029549259657289016,0
11,2,0.05476945096796209,0.14159089131627348,0
11,2,0.05475495078346946,0.14159561670680376,0
10,1,0.010028600692749023,0.00028573163181439215,0
11,1,0.009993206370960583,0.0003201791226396286,0
10,1,0.00994875431060791,0.00034433720721209146,0
9,1,0.010082165400187174,0.00025793046090982275,0
10,1,0.010026288032531739,0.00019574194529438447,0
10,1,0.0099578857421875,0.0002337989576914476,0
10,1,0.00999436378479004,0.0004267625062291429,0
10,1,0.009998750686645509,0.00037853782900865813,0
11,2,0.05474346334284002,0.14153857820402,0
11,2,0.05477944287386807,0.1415272185691805,0
10,1,0.010031700134277344,9.705159117013357e-05,0
10,1,0.010027408599853516,0.00013257963917019186,0
10,1,0.009972572326660156,0.00018086716895844896,0
10,1,0.009998559951782227,0.00030884665803753114,0
10,1,0.010020017623901367,0.0003315791334978293,0
10,1,0.010001611709594727,0.00037058004649706403,0
10,1,0.010012078285217284,0.0003351861512994272,0
10,1,0.00996401309967041,0.00010947071297062604,0
11,2,0.05469647320834073,0.1413630639560638,0
11,2,0.05470306223089045,0.14136097121808594,0
10,1,0.010027265548706055,9.208108270751212e-05,0
10,1,0.009978055953979492,0.00034502193394759015,0
10,1,0.00998673439025879,0.00034682022589128004,0
10,1,0.010037946701049804,0.00017906431470552677,0
11,1,0.009952241724187677,0.00037438510046033637,0
10,1,0.009948158264160156,0.00038044725718806003,0
9,1,0.010053369734022353,0.0002867811027911194,0
10,1,0.010028457641601563,0.00025341874487966835,0
11,2,0.05471606688065962,0.1414511813961486,0
11,2,0.05472935329784046,0.14144697169560044,0
11,1,0.00995447418906472,0.0002492803082824975,0
11,1,0.009969126094471325,0.000256208114285431,0
10,1,0.009998631477355958,0.0002928978415774969,0
9,1,0.010004308488633897,0.00030981347280741224,0
9,1,0.010188844468858507,0.0005145591613607162,0
10,1,0.010088467597961425,0.0005887392305266378,0
10,1,0.009921789169311523,0.00029302727777762665,0
10,1,0.009989666938781738,8.008054186486374e-05,0
11,2,0.05472718585621227,0.1413062940566948,0
11,2,0.054766091433438385,0.14129496366832794,0
10,1,0.00999143123626709,0.0006144720225827797,0
10,1,0.009991598129272462,0.0004504607191846936,0
10,1,0.010048389434814453,0.0003715295009143286,0
10,1,0.009992098808288575,9.53111750853805e-05,0
10,1,0.009993720054626464,7.235711640139579e-05,0
10,1,0.010026836395263672,6.757921528031461e-05,0
10,1,0.010134673118591309,0.0002539786733291275,0
10,1,0.010046625137329101,0.00033382158771014275,0
11,2,0.05470676855607466,0.14154726492502992,0
11,2,0.05475685813210227,0.14153132326035203,0
10,1,0.010017895698547363,0.00017465365827221276,0
10,1,0.010005497932434082,0.00019421643745923622,0
10,1,0.009987354278564453,0.00011502647599154442,0
10,1,0.010023736953735351,0.00010262883861775248,0
10,1,0.010040879249572754,0.0001141598473501995,0
10,1,0.00995309352874756,0.0002527424303792703,0
10,1,0.009935426712036132,0.0004314844588724511,0
10,1,0.010003614425659179,0.00042506185155320394,0
11,2,0.054745023900812324,0.14144450837093053,0
11,2,0.0547633171081543,0.14143863530341844,0
10,1,0.009982752799987792,0.00017893370908461035,0
10,1,0.009962868690490723,0.00013358987012311834,0
10,1,0.010014057159423828,9.166901376653039e-05,0
10,1,0.010004758834838867,0.00013920203038236118,0
10,1,0.010000276565551757,0.00020839567239069247,0
10,1,0.010021018981933593,0.0002870719452147779,0
10,1,0.010004615783691407,0.0003074317894212165,0
10,1,0.009949636459350587,0.0003340534228934406,0
11,2,0.0547540621324019,0.14149792646999812,0
11,2,0.054796370592984284,0.14148429226871695,0
10,1,0.010002779960632324,7.54501237537426e-05,0
10,1,0.010026383399963378,9.241443970772379e-05,0
10,1,0.009961700439453125,0.000281702265210803,0
10,1,0.010016965866088866,0.0003682449597237864,0
10,1,0.009970974922180176,0.0005919962417993458,0
10,1,0.009987688064575196,0.0005928172010460143,0
10,1,0.010007095336914063,0.00047731569596634534,0
10,1,0.009900569915771484,0.00039977343135722655,0
11,2,0.054649699818004265,0.1412372444233001,0
11,2,0.054659214886752044,0.14123430589355185,0
10,1,0.010013270378112792,0.000157629990553607,0
10,1,0.010013937950134277,0.00014505764313952048,0
10,1,0.010002517700195312,0.00015058356647224715,0
10,1,0.009991669654846191,7.429747637851404e-05,0
10,1,0.009987807273864746,0.00011252823762466957,0
10,1,0.010065412521362305,0.00021163272413088146,0
10,1,0.010022640228271484,0.0002541106107944342,0
10,1,0.009946680068969727,0.00033280446624476813,0
11,2,0.054838700727982956,0.14161258299415902,0
11,2,0.05477877096696333,0.14163140506541544,0
10,1,0.009944438934326172,0.00028002438213790165,0
10,1,0.01001269817352295,0.00020664166282885252,0
10,1,0.009995841979980468,0.0001501555668426358,0
10,1,0.009999585151672364,0.00016548612965839031,0
10,1,0.010043716430664063,0.00016447689603577148,0
10,1,0.009981465339660645,0.00031613607834083166,0
10,1,0.009988760948181153,0.0003243489576759427,0
10,1,0.010062599182128906,0.00020613806572101562,0
11,2,0.05473314632068981,0.14144366313371096,0
11,2,0.05471340092745694,0.14144984844485636,0
10,1,0.009988236427307128,7.603871225422045e-05,0
10,1,0.010002040863037109,4.964069487229302e-05,0
10,1,0.010005521774291991,8.393219879382974e-05,0
10,1,0.010001564025878906,0.00043394251396773424,0
10,1,0.010016298294067383,0.000438439945706706,0
10,1,0.010004401206970215,0.00020818732306861546,0
10,1,0.010043144226074219,0.00029366598152932285,0
10,1,0.010058736801147461,0.000231645906245845,0
11,2,0.05468388037248091,0.14127017002262543,0
11,2,0.054675904187289154,0.14127269099178552,0
10,1,0.00998992919921875,4.9084682281528454e-05,0
10,1,0.010008096694946289,5.177274679143541e-05,0
10,1,0.010003662109375,0.0001017325232317159,0
10,1,0.009986138343811036,0.00011414740842355804,0
10,1,0.00999305248260498,0.0002226725237383003,0
10,1,0.010063886642456055,0.0002860156961351675,0
10,1,0.010001158714294434,0.00029633849697255333,0
10,1,0.009934782981872559,0.0002073520844833631,0
11,2,0.05474543571472168,0.1414559294157178,0
11,2,0.05474244464527477,0.141456951593712,0
10,1,0.009987711906433105,0.0001571364474968185,0
10,1,0.009997296333312988,0.00011729137879015016,0
10,1,0.009995722770690918,0.00012389122489893972,0
10,1,0.009998011589050292,0.00025918722787624345,0
10,1,0.009999370574951172,0.0002685490233056997,0
10,1,0.01001284122467041,0.0002562758512013663,0
10,1,0.010003924369812012,0.000272328506811173,0
10,1,0.01003115177154541,0.00017604557462260286,0
10,1,0.010057187080383301,0.00014796029009830965,0
11,2,0.05488090081648393,0.1417928238059959,0
11,2,0.054863561283458366,0.14179834257338603,0
10,1,0.009979152679443359,0.0001847582225486742,0
10,1,0.00990157127380371,0.000418747152682833,0
10,1,0.010005688667297364,0.0005099318669310325,0
10,1,0.010100913047790528,0.00028559204238053944,0
10,1,0.010011243820190429,0.00011134284465855833,0
10,1,0.009994125366210938,0.0001276102209259735,0
10,1,0.009988784790039062,0.000138879262325916,0
10,1,0.010014796257019043,0.0001579176918819562,0
11,2,0.05462683330882679,0.14129538140716205,0
11,2,0.054692528464577415,0.14127469563817543,0
10,1,0.010110831260681153,0.0001965194681823129,0
10,1,0.01001570224761963,0.0001434108443836298,0
10,1,0.009983706474304199,0.0001595175330007243,0
10,1,0.009995698928833008,0.0001488258730102659,0
10,1,0.009996318817138672,5.882180153969511e-05,0
10,1,0.009995532035827637,0.00013169841989887248,0
10,1,0.010025215148925782,0.0003271242929748062,0
10,1,0.0100128173828125,0.00035133981479208416,0
11,2,0.05466534874655984,0.14127988392148955,0
11,2,0.05471162362532182,0.14126525473755464,0
10,1,0.010010218620300293,0.00019317300802088839,0
10,1,0.009966039657592773,8.913916853489363e-05,0
10,1,0.010002851486206055,0.00014742525650970203,0
10,1,0.010007071495056152,0.00018610066226049102,0
10,1,0.010005354881286621,0.00014851442361410797,0
10,1,0.009992861747741699,7.811063142725823e-05,0
10,1,0.009997701644897461,0.00015261211054033561,0
10,1,0.0100341796875,0.00023173915993520992,0
11,2,0.054805452173406426,0.14156226637737168,0
11,2,0.05482907728715376,0.14155485498374645,0
10,1,0.010075879096984864,0.00024082613468076692,0
10,1,0.010053920745849609,0.0001687167116687053,0
10,1,0.009958887100219726,0.0002687681591563136,0
10,1,0.009997701644897461,0.00035606785032351896,0
10,1,0.010075712203979492,0.00026704743865282616,0
10,1,0.010006952285766601,0.00018413608183233203,0
10,1,0.0100144624710083,0.00020012932929043165,0
10,1,0.01001741886138916,0.0001436104351513274,0
11,2,0.05467783321033825,0.1412477131213024,0
11,2,0.054707548835060814,0.14123839594936605,0
10,1,0.009971857070922852,0.0002687026889077627,0
10,1,0.009951519966125488,0.0002056997255814432,0
10,1,0.010001730918884278,0.00015133417369686658,0
10,1,0.009993410110473633,0.00011857786801237328,0
10,1,0.010013985633850097,0.00034820151619876117,0
10,1,0.009994578361511231,0.0003474505626633832,0
10,1,0.010002040863037109,0.00020072939186574541,0
10,1,0.01004483699798584,0.00023998569088191677,0
11,2,0.054801073941317474,0.14155837611999203,0
11,2,0.05484450947154652,0.14154475720369994,0
10,1,0.010041356086730957,0.00028250658495593544,0
10,1,0.009931445121765137,0.0002650569858386815,0
10,1,0.009952163696289063,0.0002767113022029204,0
10,1,0.009965467453002929,0.0003024526974821735,0
10,1,0.010027027130126953,0.0004233169400972362,0
10,1,0.01005091667175293,0.00032638596465700277,0
10,1,0.010114550590515137,0.00018378628044412438,0
10,1,0.010102939605712891,0.00031815482831033006,0
11,2,0.054789283058860085,0.14153169792025305,0
11,2,0.05481869524175471,0.141522226106594,0
10,1,0.009978652000427246,0.0001580709875250385,0
10,1,0.009955596923828126,0.00030350785880809295,0
10,1,0.010045814514160156,0.0003548343879997985,0
10,1,0.01004340648651123,0.00020849007332568312,0
10,1,0.010009479522705079,5.6263026419090175e-05,0
10,1,0.009990906715393067,8.667729986568343e-05,0
10,1,0.009996891021728516,0.0002540139783025896,0
10,1,0.009999918937683105,0.0002503842143602955,0
11,2,0.05467997897755016,0.14129388351801953,0
11,2,0.05468847534873269,0.14129119882755872,0
10,1,0.01002519130706787,8.772067553883357e-05,0
10,1,0.009971284866333007,0.00020053837810454154,0
10,1,0.009940695762634278,0.00018494939362175366,0
10,1,0.01003856658935547,8.434235752898865e-05,0
